crop,year,rep,trt,plot,herbicide,species,injury,weight,weightkg,ndvi,cover1,cover
corn,2013,4,3,408,Callisto,crimson,0.01,3.22,676.1,0.366,36.89,0.37
corn,2013,1,4,114,Laudis,crimson,0.01,0.89,186.9,0.419,24.19,0.24
corn,2013,2,4,205,Laudis,crimson,10,0.92,193.2,0.385,24.27,0.24
corn,2013,3,4,314,Laudis,crimson,0.01,4.24,890.3,0.447,35.89,0.36
corn,2013,4,4,401,Laudis,crimson,0.01,4.43,930.2,0.461,46.53,0.47
corn,2013,1,5,115,Impact,crimson,0.01,1.15,241.5,0.354,24.05,0.24
corn,2013,2,5,203,Impact,crimson,0.01,0.91,191.1,0.388,32.36,0.32
corn,2013,3,5,312,Impact,crimson,0.01,4.12,865.1,0.477,37.12,0.37
corn,2013,4,5,413,Impact,crimson,0.01,2.61,548.1,0.426,35.14,0.35
corn,2013,1,6,105,Stinger,crimson,0.01,1.03,216.3,0.455,34.99,0.35
corn,2013,2,6,213,Stinger,crimson,0.01,1.78,373.8,0.467,37.67,0.38
corn,2013,3,6,307,Stinger,crimson,0.01,2.19,459.9,0.432,46.77,0.47
corn,2013,4,6,412,Stinger,crimson,0.01,3.44,722.3,0.442,42.99,0.43
corn,2013,1,7,104,Python,crimson,5,0.97,203.7,0.325,26.14,0.26
corn,2013,2,7,206,Python,crimson,5,1.32,277.2,0.365,33,0.33
corn,2013,3,7,310,Python,crimson,0.01,3.64,764.3,0.524,43.67,0.44
corn,2013,4,7,403,Python,crimson,0.01,3.27,686.6,0.521,48.4,0.48
corn,2013,1,8,108,Resolve,crimson,0.01,1.9,399,0.43,39.5,0.39
corn,2013,2,8,202,Resolve,crimson,0.01,1.11,233.1,0.372,29.3,0.29
corn,2013,3,8,308,Resolve,crimson,0.01,2.49,522.9,0.442,28.37,0.28
corn,2013,4,8,402,Resolve,crimson,0.01,3.86,810.5,0.45,47.27,0.47
corn,2013,1,9,107,Accent Q,crimson,15,2.23,468.3,0.364,30.99,0.31
corn,2013,2,9,208,Accent Q,crimson,0.01,0.78,163.8,0.4,30.72,0.31
corn,2013,3,9,313,Accent Q,crimson,0.01,1.8,378,0.483,36.84,0.37
corn,2013,4,9,415,Accent Q,crimson,0.01,1.54,323.4,0.388,32.67,0.33
corn,2013,1,10,110,SureStart,crimson,10,1.13,237.3,0.328,32.25,0.32
corn,2013,2,10,212,SureStart,crimson,0.01,1.15,241.5,0.391,33.33,0.33
corn,2013,3,10,309,SureStart,crimson,0.01,1.74,365.4,0.438,44.5,0.44
corn,2013,4,10,410,SureStart,crimson,0.01,6.08,1276.7,0.382,31.11,0.31
corn,2013,1,11,109,Zemax + Halex GT,crimson,25,0.42,88.2,0.363,25.03,0.25
corn,2013,2,11,201,Zemax + Halex GT,crimson,15,0.85,178.5,0.301,23.15,0.23
corn,2013,3,11,306,Zemax + Halex GT,crimson,0.01,6.25,1312.4,0.327,20.01,0.2
corn,2013,4,11,409,Zemax + Halex GT,crimson,10,3.04,638.3,0.362,27.4,0.27
corn,2013,1,12,103,Fierce,crimson,15,0.63,132.3,0.318,23.78,0.24
corn,2013,2,12,214,Fierce,crimson,10,0.81,170.1,0.347,24.42,0.24
corn,2013,3,12,301,Fierce,crimson,0.01,2.25,472.5,0.293,21.58,0.22
corn,2013,4,12,406,Fierce,crimson,0.01,6.49,1362.8,0.337,25.17,0.25
corn,2013,1,13,112,Basis Blend,crimson,0.01,1.85,388.5,0.459,36.85,0.37
corn,2013,2,13,215,Basis Blend,crimson,0.01,1.42,298.2,0.416,43.06,0.43
corn,2013,3,13,302,Basis Blend,crimson,0.01,1.91,401.1,0.371,35.84,0.36
corn,2013,4,13,411,Basis Blend,crimson,0.01,1.95,409.5,0.4,41.04,0.41
corn,2013,1,14,113,Verdict,crimson,0.01,0.91,191.1,0.352,34.4,0.34
corn,2013,2,14,211,Verdict,crimson,0.01,1.1,231,0.437,35.63,0.36
corn,2013,3,14,304,Verdict,crimson,0.01,3.36,705.5,0.32,28.48,0.28
corn,2013,4,14,405,Verdict,crimson,0.01,6.58,1381.7,0.358,32.51,0.33
corn,2013,1,15,102,Sharpen,crimson,0.01,1.12,235.2,0.357,36.61,0.37
corn,2013,2,15,204,Sharpen,crimson,0.01,1.08,226.8,0.356,28.5,0.28
corn,2013,3,15,303,Sharpen,crimson,0.01,2.77,581.7,0.44,29.29,0.29
corn,2013,4,15,404,Sharpen,crimson,0.01,4.89,1026.8,0.429,42.32,0.42
corn,2014,1,1,110,Nontreated,crimson,0.0001,0.18,37.8,0.22,3.46,0.03
corn,2014,2,1,208,Nontreated,crimson,0.0001,2.41,506.1,0.194,1.02,0.01
corn,2014,3,1,304,Nontreated,crimson,0.0001,0.59,123.9,0.194,1.52,0.02
corn,2014,4,1,413,Nontreated,crimson,0.0001,0.87,182.7,0.17,1.9,0.02
corn,2014,1,2,101,Princep 4FL,crimson,40,0.29,60.9,0.191,4.44,0.04
corn,2014,2,2,213,Princep 4FL,crimson,25,1.07,224.7,0.193,2.88,0.03
corn,2014,3,2,306,Princep 4FL,crimson,25,0.35,73.5,0.19,2.76,0.03
corn,2014,4,2,401,Princep 4FL,crimson,50,0.24,50.4,0.149,1.5,0.02
corn,2014,1,3,112,Callisto,crimson,0.01,0.32,67.2,0.178,3.7,0.04
corn,2014,2,3,203,Callisto,crimson,0.01,0.83,174.3,0.205,2.63,0.03
corn,2014,3,3,315,Callisto,crimson,0.01,1.5,315,0.178,1.66,0.02
corn,2014,4,3,406,Callisto,crimson,0.01,4.6,965.9,0.172,2.66,0.03
corn,2014,1,4,107,Laudis,crimson,20,0.11,23.1,0.197,3.37,0.03
corn,2014,2,4,205,Laudis,crimson,0.01,0.84,176.4,0.215,2.52,0.03
corn,2014,3,4,312,Laudis,crimson,0.01,0.5,105,0.184,2,0.02
corn,2014,4,4,404,Laudis,crimson,0.01,3.89,816.8,0.162,2.2,0.02
corn,2014,1,5,106,Impact,crimson,20,0.3,63,0.191,3.88,0.04
corn,2014,2,5,210,Impact,crimson,0.01,3.21,674,0.211,3.45,0.03
corn,2014,3,5,303,Impact,crimson,25,0.9,189,0.189,2.07,0.02
corn,2014,4,5,411,Impact,crimson,0.01,1.5,315,0.175,1.88,0.02
corn,2014,1,6,105,Stinger,crimson,30,0.23,48.3,0.189,2.68,0.03
corn,2014,2,6,201,Stinger,crimson,40,0.67,140.7,0.212,2.43,0.02
corn,2014,3,6,313,Stinger,crimson,25,0.95,199.5,0.191,1.61,0.02
corn,2014,4,6,409,Stinger,crimson,0.01,0.39,81.9,0.185,2.82,0.03
corn,2014,1,7,104,Python,crimson,0.01,0.33,69.3,0.209,5.01,0.05
corn,2014,2,7,211,Python,crimson,0.01,2.31,485.1,0.201,2.47,0.02
corn,2014,3,7,305,Python,crimson,0.01,1.46,306.6,0.178,1.67,0.02
corn,2014,4,7,410,Python,crimson,0.01,0.28,58.8,0.178,2.13,0.02
corn,2014,1,8,111,Resolve,crimson,15,0.08,16.8,0.185,2.94,0.03
corn,2014,2,8,202,Resolve,crimson,0.01,0.32,67.2,0.231,1.9,0.02
corn,2014,3,8,308,Resolve,crimson,25,0.69,144.9,0.187,1.2,0.01
corn,2014,4,8,407,Resolve,crimson,0.01,2.1,441,0.185,1.8,0.02
corn,2014,1,9,108,Accent Q,crimson,0.01,0.18,37.8,0.209,4.27,0.04
corn,2014,2,9,207,Accent Q,crimson,0.01,1.98,415.8,0.219,2.69,0.03
corn,2014,3,9,302,Accent Q,crimson,25,1.13,237.3,0.182,1.84,0.02
corn,2014,4,9,415,Accent Q,crimson,30,2.1,441,0.201,1.7,0.02
corn,2014,1,10,115,SureStart,crimson,50,0.41,86.1,0.194,3.31,0.03
corn,2014,2,10,212,SureStart,crimson,0.01,1.39,291.9,0.212,2.22,0.02
corn,2014,3,10,309,SureStart,crimson,20,2.69,564.9,0.197,2.07,0.02
corn,2014,4,10,412,SureStart,crimson,20,1.25,262.5,0.157,1.94,0.02
corn,2014,1,11,113,Zemax + Halex GT,crimson,30,0.11,23.1,0.185,4.2,0.04
corn,2014,2,11,204,Zemax + Halex GT,crimson,0.01,1.57,329.7,0.189,2.67,0.03
corn,2014,3,11,301,Zemax + Halex GT,crimson,30,1.98,415.8,0.169,1.42,0.01
corn,2014,4,11,408,Zemax + Halex GT,crimson,0.01,2.97,623.6,0.182,2.69,0.03
corn,2014,1,12,103,Fierce,crimson,0.01,0.27,56.7,0.199,4,0.04
corn,2014,2,12,215,Fierce,crimson,40,3.01,632,0.192,3.32,0.03
corn,2014,3,12,314,Fierce,crimson,0.01,0.85,178.5,0.172,2.31,0.02
corn,2014,4,12,405,Fierce,crimson,30,0.78,163.8,0.169,2.04,0.02
corn,2014,1,13,102,Basis Blend,crimson,50,0.39,81.9,0.193,2.43,0.02
corn,2014,2,13,214,Basis Blend,crimson,0.01,1.52,319.2,0.235,3.76,0.04
corn,2014,3,13,311,Basis Blend,crimson,0.01,0.29,60.9,0.197,1.83,0.02
corn,2014,4,13,414,Basis Blend,crimson,0.01,4.29,900.8,0.203,2.24,0.02
corn,2014,1,14,109,Verdict,crimson,0.01,0.29,60.9,0.209,3.29,0.03
corn,2014,2,14,206,Verdict,crimson,0.01,4.55,955.4,0.23,3.26,0.03
corn,2014,3,14,310,Verdict,crimson,0.01,0.75,157.5,0.189,0.68,0.01
corn,2014,4,14,402,Verdict,crimson,50,0.69,144.9,0.16,2.1,0.02
corn,2014,1,15,114,Sharpen,crimson,15,0.18,37.8,0.204,3.74,0.04
corn,2014,2,15,209,Sharpen,crimson,0.01,0.84,176.4,0.229,3.71,0.04
corn,2014,3,15,307,Sharpen,crimson,25,0.51,107.1,0.18,1.5,0.02
corn,2014,4,15,403,Sharpen,crimson,50,0.32,67.2,0.182,1.69,0.02
soybean,2013,1,1,104,Nontreated,bruiser annual ryegrass,0.0001,2.44,512.4,0.528,44.71,0.45
soybean,2013,2,1,206,Nontreated,bruiser annual ryegrass,0.0001,2.15,451.5,0.563,59.94,0.6
soybean,2013,3,1,301,Nontreated,bruiser annual ryegrass,0.0001,3.28,688.7,0.584,64.51,0.65
soybean,2013,4,1,402,Nontreated,bruiser annual ryegrass,0.0001,3.64,764.3,0.574,64.15,0.64
soybean,2013,1,2,113,Spartan,bruiser annual ryegrass,20,1.58,331.8,0.486,61.03,0.61
soybean,2013,2,2,214,Spartan,bruiser annual ryegrass,0.01,1.8,378,0.573,16.61,0.17
soybean,2013,3,2,304,Spartan,bruiser annual ryegrass,5,2.11,443.1,0.49,52.21,0.52
soybean,2013,4,2,407,Spartan,bruiser annual ryegrass,0.01,3.25,682.4,0.509,55.4,0.55
soybean,2013,1,3,115,Valor,bruiser annual ryegrass,0.01,2.1,441,0.508,50.74,0.51
soybean,2013,2,3,209,Valor,bruiser annual ryegrass,0.01,2.33,489.3,0.506,55.51,0.56
soybean,2013,3,3,306,Valor,bruiser annual ryegrass,0.01,2.79,585.9,0.562,59.71,0.6
soybean,2013,4,3,411,Valor,bruiser annual ryegrass,0.01,2.78,583.8,0.636,68.46,0.68
soybean,2013,1,4,109,Sencor,bruiser annual ryegrass,10,,567,0.519,25.03,0.25
soybean,2013,2,4,202,Sencor,bruiser annual ryegrass,0.01,2.7,703.4,0.547,33.35,0.33
soybean,2013,3,4,303,Sencor,bruiser annual ryegrass,0.01,3.35,365.4,0.574,60.5,0.6
soybean,2013,4,4,401,Sencor,bruiser annual ryegrass,0.01,1.74,621.5,0.639,81.85,0.82
soybean,2013,1,5,102,Classic,bruiser annual ryegrass,0.01,2.96,476.7,0.537,68.95,0.69
soybean,2013,2,5,207,Classic,bruiser annual ryegrass,0.01,2.27,558.6,0.581,67.7,0.68
soybean,2013,3,5,314,Classic,bruiser annual ryegrass,0.01,2.66,659.3,0.601,67.9,0.68
soybean,2013,4,5,404,Classic,bruiser annual ryegrass,0.01,3.14,825.2,0.534,57.45,0.57
soybean,2013,1,6,106,AuthorityMTZ,bruiser annual ryegrass,0.01,3.93,420,0.668,50.58,0.51
soybean,2013,2,6,201,AuthorityMTZ,bruiser annual ryegrass,0.01,2,762.2,0.557,68.23,0.68
soybean,2013,3,6,307,AuthorityMTZ,bruiser annual ryegrass,0.01,3.63,615.2,0.607,64.58,0.65
soybean,2013,4,6,403,AuthorityMTZ,bruiser annual ryegrass,0.01,2.93,399,0.54,61.37,0.61
soybean,2013,1,7,111,Gangster,bruiser annual ryegrass,15,1.9,336,0.465,23.46,0.23
soybean,2013,2,7,210,Gangster,bruiser annual ryegrass,0.01,1.6,686.6,0.589,60.81,0.61
soybean,2013,3,7,313,Gangster,bruiser annual ryegrass,0.01,3.27,692.9,0.614,64.9,0.65
soybean,2013,4,7,408,Gangster,bruiser annual ryegrass,0.01,3.3,189,0.564,60.9,0.61
soybean,2013,1,8,108,Zidua,bruiser annual ryegrass,40,0.9,296.1,0.306,55.53,0.56
soybean,2013,2,8,203,Zidua,bruiser annual ryegrass,30,1.41,401.1,0.345,32.34,0.32
soybean,2013,3,8,315,Zidua,bruiser annual ryegrass,0.01,1.91,126,0.508,50.93,0.51
soybean,2013,4,8,406,Zidua,bruiser annual ryegrass,70,0.6,0,0.237,15.58,0.16
soybean,2013,1,9,114,Firstrate,bruiser annual ryegrass,10,,688.7,0.459,42.2,0.42
soybean,2013,2,9,205,Firstrate,bruiser annual ryegrass,0.01,3.28,592.1,0.541,61.41,0.61
soybean,2013,3,9,308,Firstrate,bruiser annual ryegrass,0.01,2.82,718.1,0.617,68.88,0.69
soybean,2013,4,9,409,Firstrate,bruiser annual ryegrass,0.01,3.42,126,0.586,61.14,0.61
soybean,2013,1,10,110,Dual ,bruiser annual ryegrass,50,0.6,182.7,0.359,55.02,0.55
soybean,2013,2,10,204,Dual ,bruiser annual ryegrass,0.01,0.87,333.9,0.375,63.43,0.63
soybean,2013,3,10,311,Dual ,bruiser annual ryegrass,15,1.59,367.5,0.532,51.08,0.51
soybean,2013,4,10,410,Dual ,bruiser annual ryegrass,25,1.75,525,0.428,45.31,0.45
soybean,2013,1,11,107,Warrant,bruiser annual ryegrass,10,2.5,592.1,0.56,75.19,0.75
soybean,2013,2,11,212,Warrant,bruiser annual ryegrass,0.01,2.82,852.5,0.639,44.4,0.44
soybean,2013,3,11,310,Warrant,bruiser annual ryegrass,10,4.06,619.4,0.548,56.72,0.57
soybean,2013,4,11,405,Warrant,bruiser annual ryegrass,0.01,2.95,428.4,0.529,54.85,0.55
soybean,2013,1,12,112,Flexstar,bruiser annual ryegrass,0.01,2.04,346.5,0.605,48.04,0.48
soybean,2013,2,12,208,Flexstar,bruiser annual ryegrass,0.01,1.65,634.1,0.579,50.83,0.51
soybean,2013,3,12,305,Flexstar,bruiser annual ryegrass,70,3.02,718.1,0.589,65.8,0.66
soybean,2013,4,12,414,Flexstar,bruiser annual ryegrass,60,3.42,367.5,0.703,80.03,0.8
soybean,2013,1,13,105,Pursuit,bruiser annual ryegrass,20,1.75,0,0.488,60.45,0.6
soybean,2013,2,13,215,Pursuit,bruiser annual ryegrass,10,,373.8,0.262,49.9,0.5
soybean,2013,3,13,312,Pursuit,bruiser annual ryegrass,0.01,1.78,1087.7,0.496,51.04,0.51
soybean,2013,4,13,415,Pursuit,bruiser annual ryegrass,75,5.18,438.9,0.575,68.23,0.68
soybean,2013,1,14,103,Extreme,bruiser annual ryegrass,20,2.09,441,0.427,63.18,0.63
soybean,2013,2,14,213,Extreme,bruiser annual ryegrass,20,2.1,336,0.486,62.69,0.63
soybean,2013,3,14,302,Extreme,bruiser annual ryegrass,20,1.6,623.6,0.47,50.04,0.5
soybean,2013,4,14,413,Extreme,bruiser annual ryegrass,15,2.97,730.7,0.506,50.06,0.5
soybean,2013,1,15,101,Cobra,bruiser annual ryegrass,5,3.48,518.7,0.6,58.19,0.58
soybean,2013,2,15,211,Cobra,bruiser annual ryegrass,0.01,2.47,737,0.631,67.77,0.68
soybean,2013,3,15,309,Cobra,bruiser annual ryegrass,0.01,3.51,686.6,0.633,63.51,0.64
soybean,2013,4,15,412,Cobra,bruiser annual ryegrass,0.01,3.27,546,0.666,75.95,0.76
soybean,2014,1,1,113,Nontreated,bruiser annual ryegrass,0.0001,2.6,797.9,0.343,29.86,0.3
soybean,2014,2,1,201,Nontreated,bruiser annual ryegrass,0.0001,3.8,770.6,0.295,30.45,0.3
soybean,2014,3,1,308,Nontreated,bruiser annual ryegrass,0.0001,3.67,1238.9,0.214,19.31,0.19
soybean,2014,4,1,414,Nontreated,bruiser annual ryegrass,0.0001,5.9,394.8,0.19,15.73,0.16
soybean,2014,1,2,104,Spartan,bruiser annual ryegrass,30,1.88,583.8,0.221,16.49,0.16
soybean,2014,2,2,215,Spartan,bruiser annual ryegrass,0.01,2.78,323.4,0.25,25.66,0.26
soybean,2014,3,2,309,Spartan,bruiser annual ryegrass,10,1.54,216.3,0.206,16.25,0.16
soybean,2014,4,2,411,Spartan,bruiser annual ryegrass,12,1.03,430.5,0.213,17.63,0.18
soybean,2014,1,3,101,Valor,bruiser annual ryegrass,20,2.05,266.7,0.238,24.75,0.25
soybean,2014,2,3,211,Valor,bruiser annual ryegrass,30,1.27,176.4,0.243,24.59,0.25
soybean,2014,3,3,301,Valor,bruiser annual ryegrass,0.01,0.84,96.6,0.205,23.28,0.23
soybean,2014,4,3,408,Valor,bruiser annual ryegrass,12,0.46,289.8,0.211,14.15,0.14
soybean,2014,1,4,103,Sencor,bruiser annual ryegrass,0.01,1.38,441,0.251,27.42,0.27
soybean,2014,2,4,212,Sencor,bruiser annual ryegrass,0.01,2.1,495.6,0.243,27.09,0.27
soybean,2014,3,4,315,Sencor,bruiser annual ryegrass,15,2.36,369.6,0.219,12.6,0.13
soybean,2014,4,4,413,Sencor,bruiser annual ryegrass,0.01,1.76,776.9,0.23,15.96,0.16
soybean,2014,1,5,115,Classic,bruiser annual ryegrass,0.01,3.7,331.8,0.389,33.13,0.33
soybean,2014,2,5,214,Classic,bruiser annual ryegrass,0.01,1.58,199.5,0.314,30.39,0.3
soybean,2014,3,5,311,Classic,bruiser annual ryegrass,30,0.95,218.4,0.253,20.13,0.2
soybean,2014,4,5,409,Classic,bruiser annual ryegrass,0.01,1.04,623.6,0.226,19.3,0.19
soybean,2014,1,6,107,AuthorityMTZ,bruiser annual ryegrass,0.01,2.97,692.9,0.241,26.3,0.26
soybean,2014,2,6,208,AuthorityMTZ,bruiser annual ryegrass,0.01,3.3,428.4,0.274,29.22,0.29
soybean,2014,3,6,304,AuthorityMTZ,bruiser annual ryegrass,0.01,2.04,520.8,0.244,24.72,0.25
soybean,2014,4,6,415,AuthorityMTZ,bruiser annual ryegrass,15,2.48,608.9,0.2,9.07,0.09
soybean,2014,1,7,111,Gangster,bruiser annual ryegrass,0.01,2.9,692.9,0.338,33.43,0.33
soybean,2014,2,7,207,Gangster,bruiser annual ryegrass,0.01,3.3,191.1,0.248,28.72,0.29
soybean,2014,3,7,302,Gangster,bruiser annual ryegrass,15,0.91,613.1,0.235,23.69,0.24
soybean,2014,4,7,405,Gangster,bruiser annual ryegrass,0.01,2.92,678.2,0.227,19.61,0.2
soybean,2014,1,8,112,Zidua,bruiser annual ryegrass,0.01,3.23,818.9,0.346,35.89,0.36
soybean,2014,2,8,204,Zidua,bruiser annual ryegrass,0.01,3.9,405.3,0.306,31.94,0.32
soybean,2014,3,8,313,Zidua,bruiser annual ryegrass,15,1.93,117.6,0.212,17.17,0.17
soybean,2014,4,8,410,Zidua,bruiser annual ryegrass,0.01,0.56,159.6,0.192,19.16,0.19
soybean,2014,1,9,105,Firstrate,bruiser annual ryegrass,15,0.76,629.9,0.208,16.71,0.17
soybean,2014,2,9,203,Firstrate,bruiser annual ryegrass,0.01,3,273,0.292,35.7,0.36
soybean,2014,3,9,310,Firstrate,bruiser annual ryegrass,15,1.3,121.8,0.221,18.86,0.19
soybean,2014,4,9,404,Firstrate,bruiser annual ryegrass,0.01,0.58,546,0.225,20.02,0.2
soybean,2014,1,10,110,Dual ,bruiser annual ryegrass,0.01,2.6,1301.9,0.293,28.34,0.28
soybean,2014,2,10,205,Dual ,bruiser annual ryegrass,15,6.2,161.7,0.276,26.7,0.27
soybean,2014,3,10,314,Dual ,bruiser annual ryegrass,25,0.77,344.4,0.239,16.44,0.16
soybean,2014,4,10,402,Dual ,bruiser annual ryegrass,0.01,1.64,394.8,0.286,26.6,0.27
soybean,2014,1,11,108,Warrant,bruiser annual ryegrass,0.01,1.88,462,0.27,24.26,0.24
soybean,2014,2,11,202,Warrant,bruiser annual ryegrass,0.01,2.2,140.7,0.277,25.78,0.26
soybean,2014,3,11,305,Warrant,bruiser annual ryegrass,15,0.67,92.4,0.244,20.24,0.2
soybean,2014,4,11,412,Warrant,bruiser annual ryegrass,12,0.44,325.5,0.254,15.61,0.16
soybean,2014,1,12,102,Flexstar,bruiser annual ryegrass,0.01,1.55,776.9,0.229,22.66,0.23
soybean,2014,2,12,209,Flexstar,bruiser annual ryegrass,0.01,3.7,350.7,0.247,26.17,0.26
soybean,2014,3,12,307,Flexstar,bruiser annual ryegrass,0.01,1.67,441,0.201,16.4,0.16
soybean,2014,4,12,403,Flexstar,bruiser annual ryegrass,12,2.1,587.9,0.266,19.2,0.19
soybean,2014,1,13,109,Pursuit,bruiser annual ryegrass,0.01,2.8,1259.9,0.295,26.26,0.26
soybean,2014,2,13,210,Pursuit,bruiser annual ryegrass,0.01,6,342.3,0.256,26.12,0.26
soybean,2014,3,13,303,Pursuit,bruiser annual ryegrass,0.01,1.63,352.8,0.246,24.84,0.25
soybean,2014,4,13,406,Pursuit,bruiser annual ryegrass,0.01,1.68,476.7,0.231,24.68,0.25
soybean,2014,1,14,106,Extreme,bruiser annual ryegrass,15,2.27,441,0.233,24.14,0.24
soybean,2014,2,14,213,Extreme,bruiser annual ryegrass,0.01,2.1,921.8,0.32,27.01,0.27
soybean,2014,3,14,306,Extreme,bruiser annual ryegrass,15,4.39,243.6,0.246,21.83,0.22
soybean,2014,4,14,407,Extreme,bruiser annual ryegrass,0.01,1.16,1186.4,0.224,19.05,0.19
soybean,2014,1,15,114,Cobra,bruiser annual ryegrass,0.01,5.65,525,0.402,35.58,0.36
soybean,2014,2,15,206,Cobra,bruiser annual ryegrass,0.01,2.5,291.9,0.266,27.28,0.27
soybean,2014,3,15,312,Cobra,bruiser annual ryegrass,15,1.39,302.4,0.26,18.7,0.19
soybean,2014,4,15,401,Cobra,bruiser annual ryegrass,0.01,1.44,491.4,0.271,24.59,0.25
corn,2013,1,1,106,Nontreated,bruiser annual ryegrass,0.0001,2.34,722.3,0.489,59.22,0.59
corn,2013,2,1,210,Nontreated,bruiser annual ryegrass,0.0001,3.44,483,0.538,64.36,0.64
corn,2013,3,1,311,Nontreated,bruiser annual ryegrass,0.0001,2.3,928.1,0.546,60.01,0.6
corn,2013,4,1,407,Nontreated,bruiser annual ryegrass,0.0001,4.42,0,0.643,69.7,0.7
corn,2013,1,2,101,Princep 4FL,bruiser annual ryegrass,10,,581.7,0.515,55.41,0.55
corn,2013,2,2,207,Princep 4FL,bruiser annual ryegrass,0.01,2.77,518.7,0.503,59.38,0.59
corn,2013,3,2,305,Princep 4FL,bruiser annual ryegrass,20,2.47,512.4,0.585,61.69,0.62
corn,2013,4,2,414,Princep 4FL,bruiser annual ryegrass,5,2.44,541.8,0.486,52.59,0.53
corn,2013,1,3,111,Callisto,bruiser annual ryegrass,5,2.58,726.5,0.552,62.24,0.62
corn,2013,2,3,209,Callisto,bruiser annual ryegrass,0.01,3.46,518.7,0.585,63.07,0.63
corn,2013,3,3,315,Callisto,bruiser annual ryegrass,0.01,2.47,468.3,0.519,56.54,0.57
corn,2013,4,3,408,Callisto,bruiser annual ryegrass,0.01,2.23,367.5,0.495,66.28,0.66
corn,2013,1,4,114,Laudis,bruiser annual ryegrass,0.01,1.75,417.9,0.512,61.99,0.62
corn,2013,2,4,205,Laudis,bruiser annual ryegrass,0.01,1.99,483,0.485,55.88,0.56
corn,2013,3,4,314,Laudis,bruiser annual ryegrass,0.01,2.3,957.5,0.515,49.54,0.5
corn,2013,4,4,401,Laudis,bruiser annual ryegrass,0.01,4.56,466.2,0.555,68.82,0.69
corn,2013,1,5,115,Impact,bruiser annual ryegrass,0.01,2.22,409.5,0.511,62.44,0.62
corn,2013,2,5,203,Impact,bruiser annual ryegrass,0.01,1.95,598.4,0.499,49.54,0.5
corn,2013,3,5,312,Impact,bruiser annual ryegrass,0.01,2.85,682.4,0.491,52.97,0.53
corn,2013,4,5,413,Impact,bruiser annual ryegrass,0.01,3.25,438.9,0.509,55.32,0.55
corn,2013,1,6,105,Stinger,bruiser annual ryegrass,0.01,2.09,734.9,0.594,57.58,0.58
corn,2013,2,6,213,Stinger,bruiser annual ryegrass,0.01,3.5,1001.6,0.614,69.8,0.7
corn,2013,3,6,307,Stinger,bruiser annual ryegrass,0.01,4.77,644.6,0.5,68.26,0.68
corn,2013,4,6,412,Stinger,bruiser annual ryegrass,0.01,3.07,352.8,0.544,69.92,0.7
corn,2013,1,7,104,Python,bruiser annual ryegrass,10,1.68,520.8,0.438,33.61,0.34
corn,2013,2,7,206,Python,bruiser annual ryegrass,0.01,2.48,560.7,0.513,59.51,0.6
corn,2013,3,7,310,Python,bruiser annual ryegrass,0.01,2.67,1140.2,0.533,54.83,0.55
corn,2013,4,7,403,Python,bruiser annual ryegrass,0.01,5.43,569.1,0.602,70.81,0.71
corn,2013,1,8,108,Resolve,bruiser annual ryegrass,0.01,2.71,527.1,0.504,51.55,0.52
corn,2013,2,8,202,Resolve,bruiser annual ryegrass,10,2.51,396.9,0.527,54.05,0.54
corn,2013,3,8,308,Resolve,bruiser annual ryegrass,0.01,1.89,800,0.57,58.66,0.59
corn,2013,4,8,402,Resolve,bruiser annual ryegrass,0.01,3.81,350.7,0.551,67.14,0.67
corn,2013,1,9,107,Accent Q,bruiser annual ryegrass,10,1.67,619.4,0.496,59.07,0.59
corn,2013,2,9,208,Accent Q,bruiser annual ryegrass,0.01,2.95,594.2,0.558,61.48,0.61
corn,2013,3,9,313,Accent Q,bruiser annual ryegrass,0.01,2.83,919.7,0.55,52.31,0.52
corn,2013,4,9,415,Accent Q,bruiser annual ryegrass,0.01,4.38,405.3,0.482,48.8,0.49
corn,2013,1,10,110,SureStart,bruiser annual ryegrass,10,1.93,829.4,0.442,17.82,0.18
corn,2013,2,10,212,SureStart,bruiser annual ryegrass,0.01,3.95,669.8,0.608,64.67,0.65
corn,2013,3,10,309,SureStart,bruiser annual ryegrass,0.01,3.19,915.5,0.585,64.74,0.65
corn,2013,4,10,410,SureStart,bruiser annual ryegrass,0.01,4.36,21,0.589,69.14,0.69
corn,2013,1,11,109,Zemax + Halex GT,bruiser annual ryegrass,70,0.1,58.8,0.355,55.34,0.55
corn,2013,2,11,201,Zemax + Halex GT,bruiser annual ryegrass,0.01,0.28,153.3,0.286,21.08,0.21
corn,2013,3,11,306,Zemax + Halex GT,bruiser annual ryegrass,0.01,0.73,126,0.277,15.38,0.15
corn,2013,4,11,409,Zemax + Halex GT,bruiser annual ryegrass,75,0.6,201.6,0.286,23.42,0.23
corn,2013,1,12,103,Fierce,bruiser annual ryegrass,30,0.96,399,0.442,62.05,0.62
corn,2013,2,12,214,Fierce,bruiser annual ryegrass,0.01,1.9,237.3,0.445,49.81,0.5
corn,2013,3,12,301,Fierce,bruiser annual ryegrass,0.01,1.13,720.2,0.376,28.91,0.29
corn,2013,4,12,406,Fierce,bruiser annual ryegrass,5,3.43,493.5,0.493,47.33,0.47
corn,2013,1,13,112,Basis Blend,bruiser annual ryegrass,0.01,2.35,436.8,0.52,56.14,0.56
corn,2013,2,13,215,Basis Blend,bruiser annual ryegrass,15,2.08,493.5,0.536,62.37,0.62
